regulatoryGene	targetGene	weight
AT2G28550	AT2G22820	0.0317244751606788
AT4G18390	ATMG01030	0.0317200500339256
AT5G59340	AT5G63580	0.0317137039549301
AT1G69780	AT3G59140	0.0317131252305628
AT4G22950	AT1G26360	0.031709740427951
AT1G27730	AT4G15410	0.0317081990214443
AT3G46130	AT4G27440	0.0317027796348919
AT3G07340	AT5G54240	0.0317001449542147
AT3G10500	AT1G66930	0.0316942014067923
AT4G39410	AT1G22680	0.0316596638441532
AT5G39860	AT4G26701	0.0316537648983169
AT5G04340	AT5G15300	0.0316456408159885
AT2G42300	AT3G25573	0.0316430420043961
AT4G01680	AT1G18710	0.0316331576623059
AT2G18120	AT5G37990	0.0316314283016932
AT1G66350	AT3G52710	0.0316297136005162
AT3G10470	AT3G12977	0.0316013958914534
AT5G59340	AT5G41780	0.0315826947896013
AT3G15030	AT3G48520	0.0315814518771367
AT5G13080	AT5G14070	0.0315769606307668
AT5G39860	AT2G42900	0.0315646435671321
AT1G33760	AT5G37670	0.0315613906437408
AT1G51140	AT5G10150	0.0315494805140703
AT3G13850	AT1G52650	0.0315445965105851
AT5G05090	AT4G01720	0.0315289042999533
AT3G28857	AT4G21323	0.0315235579110919
AT1G68880	AT5G45790	0.031506481174744
AT5G05410	AT3G46230	0.0315049248881109
AT4G34680	AT1G13080	0.0315015401260621
AT1G27045	AT5G20790	0.0314815755615519
AT1G33760	AT5G48570	0.0314701128466246
AT2G21320	AT2G44340	0.0314632776006993
AT4G34680	AT5G64170	0.0314626193235869
AT1G03840	AT5G48090	0.0314550851931015
AT4G01720	AT1G22640	0.0314503865576026
AT4G17230	AT4G34410	0.0314482718222198
AT5G67300	AT5G13220	0.0314359820546214
AT4G17810	AT4G00050	0.0314215946596129
AT5G04340	AT1G72660	0.0314159104121019
AT5G10970	AT5G55680	0.0314149694178843
AT2G34830	AT3G57950	0.0313978173784081
AT1G73410	AT4G01735	0.0313885868794148
AT3G15030	AT5G57570	0.0313807513559385
AT1G18710	AT2G35910	0.0313582509938545
AT4G28790	AT4G23130	0.031355257907099
AT2G32460	AT2G04500	0.0313531823360894
AT2G35700	AT4G00050	0.0313488912215949
AT3G15030	AT3G56200	0.0313258539344119
AT1G71030	AT4G01670	0.0313243849772376
AT4G38340	AT2G14560	0.0313219186872839
AT5G22570	AT5G43840	0.0313147281245572
AT2G38470	AT1G78030	0.0313141358019934
AT1G27045	AT1G13430	0.0312984709677014
AT4G18450	AT5G63500	0.031290617234151
AT2G38470	AT2G26360	0.0312893957704658
AT2G25000	AT2G44380	0.0312883524925046
AT1G20640	AT4G25200	0.0312878785621828
AT4G39410	AT4G37700	0.0312678217381657
AT1G18710	AT5G60900	0.0312611109836374
AT5G04340	AT5G15960	0.0312504669605127
AT1G76890	AT1G10020	0.0312446758461498
AT1G66350	AT1G35710	0.031240102424244
AT1G22190	AT4G27670	0.031227443828229
AT2G44840	AT3G15500	0.0312153177379108
AT1G35560	AT1G36675	0.0312009731020703
AT2G46270	AT5G39865	0.0311985994627503
AT4G01550	AT1G55660	0.0311964522801786
AT2G02080	AT3G62950	0.031195944452007
AT3G23230	AT1G61120	0.0311950059177898
AT2G25000	AT4G01720	0.0311880945352306
AT4G36540	AT3G42800	0.0311872547807575
AT3G16870	AT2G47720	0.0311692433207404
AT1G17460	AT4G34510	0.0311666885059856
AT1G20640	AT4G12400	0.0311468675748255
AT1G19510	AT5G09876	0.0311316020734137
AT2G40750	AT5G39090	0.0311305144042722
AT5G43650	AT2G35770	0.0311284776398369
AT2G25000	AT4G18195	0.0311161723795096
AT3G15510	AT2G32530	0.0311078194748283
AT4G17810	AT5G54585	0.0311019594654267
AT5G05090	AT1G16510	0.0310977702048483
AT1G33760	AT4G29770	0.0310916833665433
AT3G55980	AT5G51190	0.0310571168989562
AT4G34680	AT5G62430	0.031056890020156
AT3G28857	AT3G29810	0.0310526885089305
AT4G00050	AT1G34580	0.0310418411716522
AT4G00050	AT2G35960	0.0310286386221198
AT1G18710	AT1G69150	0.0310186540355616
AT4G00050	AT3G06080	0.0310132805920182
AT4G34680	AT3G27500	0.0310076980542885
AT5G04340	AT2G43018	0.0310038381329155
AT5G15830	AT4G14760	0.0309956195383053
AT2G36080	AT4G21323	0.0309953479275573
AT3G62610	AT5G24230	0.0309775515364838
AT5G07580	AT2G43900	0.0309765298807685
AT5G28650	AT4G17580	0.0309661681399277
AT2G20880	AT5G37440	0.0309524933743
AT5G43840	AT1G24147	0.0309428118752093
AT3G54320	AT4G18630	0.0309413943703714
AT1G80730	AT5G56300	0.0309390500234983
AT4G17500	AT1G56240	0.0309306338030614
AT5G46590	AT2G07671	0.0309241943965021
AT1G63910	AT4G23271	0.0309202460536397
AT5G22570	AT5G42830	0.0309184016712297
AT1G66350	AT2G37710	0.0309146440527606
AT5G67300	AT3G25970	0.0309118128845459
AT2G40750	AT5G03350	0.0308983752224094
AT2G18120	AT5G60330	0.030884490853575
AT1G27045	AT1G23110	0.0308832443106827
AT4G36990	AT4G17585	0.0308478621197402
AT2G30424	AT1G66390	0.0308356342103935
AT5G07700	AT5G51330	0.0308301469005878
AT4G01550	AT4G26701	0.030813527242312
AT1G32870	AT4G22950	0.0307963334809007
AT2G25900	AT3G62950	0.0307832668836851
AT1G71030	AT1G02610	0.0307830964718752
AT1G18710	AT3G25730	0.030781110767488
AT5G59820	AT4G25810	0.0307693835008489
AT5G49330	AT2G32460	0.0307583787902267
AT5G59340	AT3G06145	0.0307555325934252
AT1G56170	AT4G12400	0.0307476606402742
AT4G01550	AT1G27090	0.030737131800055
AT4G01550	AT2G32120	0.0307259202807196
AT5G03720	AT3G10000	0.0307219988837339
AT1G20640	AT1G59860	0.030720994158382
AT2G41940	AT2G36970	0.0307079087993124
AT1G20640	AT1G76080	0.0306864529302469
AT2G35700	AT5G04950	0.0306852882946729
