regulatoryGene	targetGene	weight
AT5G61590	AT2G25930	0.0212662014254486
AT4G05170	AT5G23240	0.021264528176952
AT2G02080	AT5G23240	0.0212645147071876
AT4G05170	AT5G43840	0.0212635969368899
AT5G03720	AT2G33670	0.0212625201920047
AT5G04340	AT2G07698	0.0212617624062789
AT4G11660	AT5G18065	0.0212590300641371
AT3G51910	AT1G78030	0.0212590287450002
AT3G50260	AT2G18680	0.0212572591367363
AT2G40750	AT3G21240	0.0212554419134156
AT1G33760	AT4G27670	0.0212542057029364
AT1G14600	AT5G38020	0.0212521460400383
AT2G22200	AT2G30230	0.0212517617559776
AT4G00940	AT4G25200	0.0212514393542288
AT3G49930	AT3G50940	0.0212510014124627
AT1G42990	AT5G44990	0.0212498084271059
AT3G07340	AT1G74290	0.0212496581707245
AT5G18300	AT2G24560	0.0212495542500142
AT1G51140	AT2G37040	0.0212489219387788
AT3G16280	AT5G07580	0.0212489030655541
AT1G01060	AT4G14090	0.0212485590615306
AT1G77850	AT2G21130	0.0212472316702973
AT4G34680	AT1G66780	0.0212467747062956
AT2G45160	AT4G12960	0.0212460899511966
AT1G03970	AT5G57123	0.0212458985044054
AT4G17500	AT5G51190	0.0212447550026872
AT3G10800	AT5G45230	0.0212446419650821
AT5G48250	AT4G27890	0.0212445820922971
AT1G17460	AT1G20030	0.021242943015139
AT1G14600	AT3G29590	0.0212421423813764
AT1G76890	AT3G44735	0.0212414302758631
AT5G16600	AT5G04340	0.0212409755335898
AT1G32330	AT4G01680	0.0212408871948097
AT2G18120	AT1G66020	0.0212408017287662
AT4G36240	AT4G10150	0.0212399254509546
AT5G67300	AT5G44005	0.0212387770895744
AT5G62020	AT4G34150	0.0212380740253358
AT1G27730	AT4G00940	0.0212379040357569
AT5G01900	AT1G03850	0.0212354615375382
AT4G11660	AT4G23493	0.0212352828663695
AT2G02080	AT3G61028	0.0212351484968173
AT3G10500	AT4G37450	0.0212349902003214
AT3G47600	AT1G20070	0.0212349679544711
AT3G11260	AT1G55580	0.0212328407857179
AT5G59820	AT5G18340	0.0212325042427115
AT2G41940	AT4G15765	0.0212320851220993
AT1G14600	AT2G11810	0.0212302535305932
AT1G69780	AT4G14301	0.0212300903688767
AT1G42990	AT2G21880	0.021229680237884
AT4G28790	AT1G13830	0.0212295906759709
AT1G27045	AT5G59570	0.0212295838977141
AT5G57150	AT1G64640	0.0212291584567254
AT5G51190	AT5G02020	0.0212289410084414
AT2G35640	AT5G57090	0.0212275327548229
AT1G49560	AT4G26540	0.0212267689848811
AT3G02990	AT3G49210	0.0212242497360711
AT2G43500	AT1G15210	0.0212241487868087
AT1G56170	AT1G51340	0.0212231452694246
AT5G59820	AT5G03560	0.0212224694177694
AT5G07580	AT3G43800	0.0212222474331893
AT1G68520	AT4G15765	0.0212216273664527
AT5G43650	AT1G52565	0.0212207171155433
AT1G76890	AT5G07580	0.0212202283581415
AT3G58120	AT4G28190	0.0212186219365314
AT4G01120	AT5G63225	0.0212181259501544
AT1G22640	AT1G75730	0.0212162405339523
AT4G17500	AT4G24380	0.0212160873329057
AT1G78080	AT3G17130	0.0212142190822842
AT4G36990	AT1G66090	0.0212137664053346
AT5G03720	AT4G08550	0.021213448268818
AT5G05410	AT4G10250	0.0212132156187658
AT2G25000	AT5G25910	0.0212128962673305
AT5G66770	AT5G25020	0.0212128918661526
AT2G42200	ATMG00010	0.0212126923519236
AT2G42400	AT3G60250	0.0212126451417012
AT3G15030	AT1G73400	0.0212116895324801
AT2G38340	AT1G62730	0.0212114226818002
AT5G04340	AT5G62020	0.0212108277943705
AT5G59570	AT1G34060	0.0212105493993199
AT3G23240	AT3G21520	0.0212100369537911
AT4G01460	AT1G79100	0.0212095874157167
AT3G11020	AT1G02980	0.0212076198777563
AT5G66870	AT2G17060	0.0212068718727098
AT3G51910	AT3G23920	0.021206684387773
AT1G22190	AT1G14200	0.0212053168487601
AT5G59570	AT4G23190	0.0212042427672916
AT3G10500	AT4G28085	0.021201224347526
AT1G49560	AT1G21060	0.0212008924399968
AT4G00050	AT2G22830	0.0211995598126764
AT5G24590	AT5G04410	0.0211991894148152
AT5G22570	AT1G02230	0.0211990604793847
AT4G36240	AT3G61880	0.0211986743649983
AT1G22190	AT1G11100	0.0211985370914888
AT1G14600	AT3G06080	0.0211982283394182
AT2G28550	AT5G51850	0.0211975486977743
AT3G62610	AT4G29470	0.0211970504409916
AT2G26150	AT3G17611	0.0211963531134979
AT5G61600	AT3G55980	0.0211941771864832
AT3G10800	AT1G63730	0.0211931004633356
AT2G38340	AT5G41750	0.0211902368110798
AT4G38340	AT4G28790	0.0211891588899678
AT1G22640	AT2G18938	0.0211878514800135
AT4G01550	AT5G60760	0.0211877806288237
AT5G49330	AT4G25433	0.021187581827242
AT1G78600	AT5G43170	0.0211870256175331
AT4G36990	AT3G07080	0.0211863863466094
AT1G20640	AT3G22840	0.0211860579030745
AT2G43500	AT3G28960	0.0211858745009699
AT5G39760	AT1G29179	0.0211854418351598
AT1G68130	AT5G26260	0.0211842450650165
AT5G05090	AT1G23330	0.0211836493059881
AT1G42990	AT3G13850	0.0211834745180826
AT3G02990	AT1G02230	0.0211828918858715
AT1G78600	AT3G05030	0.0211824128409293
AT2G40340	AT5G45790	0.0211786823250106
AT2G26150	AT4G02425	0.0211774876762569
AT1G27730	AT1G56440	0.0211769919057052
AT2G35700	AT5G50950	0.0211769146521694
AT2G42400	AT3G09230	0.0211758041824895
AT1G32330	AT1G18980	0.0211751213333772
AT1G22640	AT5G14730	0.0211746831533231
AT3G15030	AT1G44414	0.0211745623586934
AT4G23550	AT5G09805	0.0211732101013015
AT2G25000	AT1G79900	0.0211732066149069
AT5G61590	AT5G48490	0.0211724771010784
AT3G48920	AT4G01720	0.0211716721337143
AT1G27730	AT1G60970	0.0211708483922195
AT1G71030	AT5G10280	0.0211705653695095
AT5G41315	AT1G65890	0.021170050906155
AT5G59820	AT4G15280	0.0211687879716449
AT4G11660	AT1G74320	0.0211675286256625
AT5G10570	AT4G26701	0.0211646208920742
AT4G36990	AT3G25013	0.0211644912644914
AT5G56860	AT3G21560	0.0211629627477557
AT4G34610	AT3G17400	0.021162643519401
AT5G59820	AT1G66080	0.0211613017498559
AT3G54220	AT3G18370	0.0211603193156934
AT2G31070	AT2G27420	0.0211569890399704
AT4G18390	AT5G47530	0.0211546386388837
AT5G05410	AT2G03560	0.0211542135101385
AT1G01060	AT2G27420	0.0211528377161984
AT3G11020	AT1G72100	0.0211523796623156
AT2G36080	AT4G03420	0.0211509909411778
AT2G46310	AT1G76952	0.0211503128801887
AT2G38340	AT5G02400	0.0211501345358117
AT3G16280	AT2G18938	0.0211491248408937
AT1G49560	AT5G16410	0.0211489086289112
AT1G46768	AT5G03930	0.021148465828763
AT5G16600	AT1G69880	0.0211483855310951
AT4G34610	AT3G56100	0.0211474049690788
AT5G59820	AT1G34575	0.0211463909733204
AT3G49530	AT5G20230	0.0211458726109655
AT4G17810	AT1G52240	0.0211426397253279
AT2G46270	AT4G09300	0.0211405606007361
AT5G05410	AT1G68290	0.0211400012729342
AT2G24680	AT4G00940	0.0211394126063805
AT1G22640	AT4G23590	0.021138458960594
AT5G61590	AT3G43800	0.0211331021538202
AT2G22200	AT1G49840	0.0211329027669423
AT4G00050	AT1G53080	0.0211319535518102
AT1G18330	AT5G37670	0.0211317087093686
AT4G11660	AT2G38152	0.0211315232125063
AT5G05410	AT4G21320	0.021131282982385
AT5G10570	AT1G52855	0.0211308883921375
AT3G10800	AT5G18340	0.021130133758762
AT4G05170	AT4G22170	0.021129663447939
AT3G28857	AT4G26770	0.0211286147541999
AT2G28550	AT1G76890	0.0211273925190731
AT2G16720	AT1G65920	0.0211273508539463
AT5G56960	AT3G20180	0.0211272668034979
AT5G25160	AT5G65030	0.0211202132252682
AT2G42300	AT4G25420	0.0211201390790133
AT3G15510	AT2G29740	0.0211172629309841
AT1G50640	AT1G58460	0.0211166374243365
AT3G46080	AT3G27290	0.0211162868373651
AT5G59820	AT2G36220	0.0211137533381714
AT1G69780	AT3G54220	0.0211137423663816
AT5G61590	AT3G58120	0.0211133641330058
AT3G51910	AT5G48570	0.0211121738106857
AT2G46270	AT2G29460	0.0211116464746553
AT5G67300	AT1G74310	0.0211091569067586
AT1G14600	AT3G26490	0.0211090196369221
AT2G41940	AT2G17230	0.0211077237942028
AT1G35560	AT4G15670	0.0211074953654088
AT3G28857	AT2G19890	0.0211069718668599
AT1G76890	AT5G59570	0.021106882782552
AT1G22985	AT1G69840	0.0211067447693864
AT4G00150	AT1G12710	0.0211065897464035
AT4G00940	AT2G07722	0.0211057084292681
AT5G17300	AT5G09440	0.0211042356879533
AT1G01720	AT2G07722	0.0211022477816657
AT4G01460	AT5G04380	0.0211015882029232
AT2G02080	AT5G52250	0.0211015026944534
AT1G27730	AT4G23493	0.0211013763116272
AT5G05410	AT3G26450	0.0211011921795181
AT1G56170	AT3G02840	0.0210981175499796
AT5G25160	AT1G30060	0.0210962337298668
AT5G51190	ATMG01010	0.0210961360246296
AT1G32870	AT2G28570	0.0210950968974576
AT2G46270	AT5G09440	0.0210937140567518
AT3G49530	AT1G42990	0.0210931471930516
AT5G62020	AT3G12580	0.021092235809652
AT5G61420	AT1G15010	0.0210895420248291
AT4G34410	AT3G04640	0.0210877462065902
AT1G50640	AT5G20110	0.021087537883412
AT5G24590	AT1G54050	0.0210866479780802
AT4G36990	AT5G49560	0.0210855918770458
AT2G38470	AT3G55980	0.021084453701117
AT3G54220	AT2G07671	0.0210821888268017
AT4G36990	AT4G27652	0.0210805249549877
AT5G18300	ATMG00010	0.0210790471427818
AT5G62020	AT4G25200	0.0210789667327101
AT1G76890	AT1G34580	0.0210772172824347
AT1G66390	AT5G41780	0.0210744454419292
AT5G07580	AT3G61900	0.0210740075657412
AT5G07580	AT1G52770	0.0210735709892273
AT3G51910	AT1G10220	0.0210731400318943
AT5G59820	AT2G41160	0.02107305891958
AT2G25900	AT4G30240	0.0210721857212569
AT5G62020	AT5G22060	0.0210717442670726
AT5G59570	AT1G57630	0.0210711146543989
AT5G13180	AT1G18710	0.0210695849645488
AT4G01720	AT5G36710	0.0210695564807921
AT5G04340	AT5G64510	0.0210684396542701
AT1G75390	AT3G51230	0.0210681194954847
AT3G47620	AT3G16150	0.0210680311720881
AT3G07340	AT1G20070	0.0210677327928496
AT1G54830	AT5G06790	0.0210659009536267
AT4G18390	AT5G64170	0.0210645728945201
AT5G67300	AT4G14270	0.0210644759584876
AT5G16600	AT1G74320	0.0210638398609908
AT3G28920	AT2G31865	0.0210635381083718
AT5G61600	AT4G29780	0.0210631267787629
AT5G16600	AT1G54050	0.0210629607891798
AT5G59820	AT2G27580	0.0210625049601109
AT4G36920	AT4G32280	0.0210617241856511
AT5G04340	AT2G26140	0.0210605858353991
AT4G00940	AT1G02090	0.0210590987357812
AT4G17810	AT1G10155	0.0210583261659975
AT4G27410	AT3G49790	0.0210565655101523
AT4G00150	AT5G40645	0.0210565293341612
AT1G68880	AT4G15070	0.0210562391494348
AT1G14600	AT4G15765	0.021055661197951
AT3G51910	AT3G61190	0.0210547350676538
AT1G18330	AT2G36750	0.0210544965620492
AT4G00940	AT2G27580	0.0210526018131221
AT3G15030	AT3G04200	0.021051452732983
AT5G03680	AT1G68360	0.0210512614870725
AT3G51910	AT1G11100	0.0210511433903971
AT4G18390	AT5G04890	0.0210509850493406
AT4G30080	AT1G33350	0.0210506194135191
AT5G17300	AT4G19645	0.0210500046765395
AT1G21340	AT4G29880	0.0210490618329649
AT5G04340	AT4G29770	0.0210486874117903
AT4G11660	AT5G37670	0.0210486729566481
AT3G13850	AT4G14103	0.0210475629466141
AT1G73410	AT2G17590	0.0210475420236871
AT3G55980	AT5G52760	0.0210471721009764
AT2G42300	AT4G14130	0.0210450904960598
AT1G14920	AT5G11140	0.0210433562697348
AT2G43500	AT3G44716	0.0210414966602456
AT4G00940	AT3G59670	0.0210402029216045
AT1G14600	AT2G38210	0.0210400756054081
AT5G04340	AT5G23480	0.0210383865124301
AT4G00150	AT5G40630	0.0210365555744532
AT4G29190	AT4G05470	0.0210359902730742
AT2G41940	AT5G41780	0.0210358739706466
AT4G17230	AT1G02920	0.0210352902023137
AT2G38340	AT1G76640	0.021033358217037
AT3G62610	AT2G18938	0.0210333342088828
AT4G05170	AT2G25930	0.0210324988561513
AT5G04410	AT5G12020	0.0210316343873179
AT2G43500	AT1G73750	0.0210309655208599
AT5G10280	AT4G14090	0.021030495146918
AT5G62020	AT5G25450	0.0210291111494879
AT4G11660	AT1G54050	0.0210291000336295
AT5G43170	AT3G49160	0.0210288478962776
AT2G41940	AT5G08640	0.021028690918796
AT1G66350	AT3G14370	0.0210258567407392
AT3G49530	AT2G32210	0.0210249245999999
AT3G62610	AT3G02170	0.0210239230149457
AT5G04340	AT1G56600	0.021023690608488
AT4G30080	AT4G12960	0.021023650669318
AT4G11660	AT1G34575	0.0210226494287827
AT1G27730	AT5G55340	0.0210222568747553
AT4G34410	AT1G45145	0.0210217046223306
AT1G63910	AT4G27590	0.0210214429586984
AT2G24680	AT2G32120	0.021021187998721
AT5G10970	AT4G11280	0.0210203006572442
AT5G03680	AT1G66020	0.0210202781555787
AT5G51790	AT5G20810	0.0210200157261824
AT5G25160	AT2G17950	0.0210198142454739
AT5G25830	AT3G12190	0.0210177843218004
AT2G35700	AT3G06080	0.0210173555976724
AT5G03720	AT5G42860	0.0210142789751422
AT2G17950	AT3G14300	0.0210134921124991
AT4G36990	AT5G42220	0.0210132113482397
AT3G47600	AT1G53900	0.0210123652744161
AT5G13180	AT5G12280	0.021011841573731
AT1G56170	AT5G38040	0.0210090509908476
AT5G43170	AT1G69150	0.0210089960112465
AT5G07580	AT3G06080	0.0210086674539823
AT2G45160	ATMG00010	0.0210079454097626
AT2G26150	AT4G23493	0.0210078572863852
AT1G18710	AT5G40720	0.0210077143914313
AT5G43170	AT3G60250	0.0210069840466838
AT1G49130	AT5G54240	0.0210066207388005
AT5G62020	AT3G22840	0.021006261530054
AT3G47620	AT1G21210	0.0210061892841856
AT1G03970	AT2G18980	0.0210044272774178
AT1G50640	AT5G10570	0.0210040601108173
AT1G56010	AT3G17400	0.0210034987727542
AT1G54830	AT2G28550	0.0210023150733291
AT4G27410	AT5G14070	0.0210019316307518
AT3G49530	AT5G51470	0.0210015625159048
AT2G40200	AT2G47730	0.0210009370847511
AT4G13620	AT2G07671	0.0209998194661689
AT3G09230	AT2G37180	0.0209986912594103
AT1G03970	AT5G03435	0.0209985888826638
AT5G59340	AT4G36540	0.0209972836455802
AT2G40340	AT1G69880	0.0209967862197067
AT3G58120	AT2G36320	0.0209967594167756
AT1G49560	AT2G32270	0.0209958943294416
AT1G22640	AT1G62370	0.0209957485140773
AT5G15830	AT1G78400	0.020995685230238
AT1G49560	AT5G19190	0.0209952974141586
AT2G22200	AT5G42965	0.0209935079923718
AT1G18330	AT1G03070	0.0209931040347721
AT5G62020	AT4G02980	0.0209929666658012
AT5G18300	AT5G45570	0.0209929126887328
AT2G35700	AT1G07280	0.0209903084824135
AT3G11260	AT2G02220	0.0209892687823855
AT1G76890	AT4G22780	0.0209876266453021
AT5G60130	AT3G27970	0.0209871590864773
AT1G68520	AT2G42900	0.0209870703367857
AT2G35700	AT3G54830	0.0209869626019886
AT1G03840	AT4G22780	0.0209839696387925
AT1G56010	AT2G40300	0.0209828010636701
AT2G21320	AT3G06895	0.0209809189533866
AT2G31070	AT4G15670	0.020980720687614
AT4G36990	AT4G28480	0.0209804881544232
AT3G48920	AT5G43840	0.0209797984872637
AT5G57150	AT2G14290	0.0209794615793607
AT3G10800	AT4G29780	0.0209788039123829
AT5G57150	AT2G35980	0.0209777518297226
AT4G17810	AT4G15990	0.0209768079325675
AT5G13910	AT3G01630	0.0209752735687541
AT4G17810	AT2G10940	0.0209737548196392
AT4G01550	AT3G26450	0.0209735375951552
AT1G57560	AT4G02180	0.0209730475260178
AT5G04410	AT4G01550	0.0209726173817645
AT3G07340	AT1G29030	0.0209712256220387
AT1G56170	AT1G44414	0.0209701970199537
AT3G49530	AT2G26360	0.0209686878949774
AT4G36240	AT1G64330	0.0209673642221626
AT4G11660	AT5G49920	0.0209662566497868
AT1G77850	AT2G45350	0.0209661303997988
AT3G51910	AT1G64200	0.0209657836563788
AT2G38340	AT5G46590	0.0209657452356454
AT1G27730	AT4G19430	0.0209653265953747
AT5G15830	AT3G17400	0.0209646182397372
AT5G64750	AT4G24180	0.0209644182524261
AT1G20640	AT1G77000	0.0209632247782288
AT3G46090	AT1G30190	0.020962664336905
AT1G68520	AT2G28440	0.020962644175639
AT2G42200	ATMG00630	0.0209615605447871
AT5G01380	AT3G52270	0.0209614158839155
AT4G28140	AT5G05270	0.0209605930783213
AT5G41315	AT3G05327	0.0209595135464941
AT4G00050	AT5G54060	0.0209593790551843
AT4G23550	AT5G26690	0.0209583147227818
AT5G15830	AT5G41140	0.0209580992091548
AT4G36990	AT2G17680	0.0209576724107402
AT4G00940	AT1G66080	0.0209572534050041
AT3G48920	AT3G23470	0.0209570547014194
AT1G20640	AT2G03560	0.0209562137402122
AT1G78080	AT3G56600	0.0209556624929287
AT5G25830	AT4G29710	0.0209544273601658
AT5G56860	AT3G29791	0.0209542009139112
AT3G10800	AT4G25200	0.0209527612487845
AT3G63350	AT4G23493	0.0209514681429477
AT1G50640	AT4G14370	0.020950904370194
AT3G46080	AT5G63130	0.0209505369435441
AT3G10800	AT5G48570	0.0209500404673847
AT1G56170	AT5G49560	0.0209498592598641
AT1G51140	AT5G07990	0.0209495228491642
AT4G01550	AT5G12030	0.0209493217852333
AT1G76890	AT1G21060	0.0209492056520969
AT5G04340	AT5G51190	0.0209477791337139
AT3G54990	AT2G32100	0.0209477271153913
AT5G62020	ATMG01170	0.020946259461706
AT2G40200	AT2G17270	0.0209462170662415
AT5G67060	AT5G25640	0.0209457105646127
AT3G12977	AT4G01735	0.0209441153543692
AT2G24680	AT5G18340	0.0209438789220477
AT5G61590	AT4G36540	0.0209425994018306
AT5G61590	AT4G28190	0.0209425555409522
AT2G26150	AT5G59720	0.020942052928757
AT2G40750	AT4G01950	0.0209415403078427
AT3G15510	AT2G40750	0.0209392121250576
AT5G62020	AT1G67920	0.0209390498053963
AT2G45160	AT2G44130	0.020937834842229
AT2G35700	AT4G37240	0.0209372402797294
AT5G61590	AT2G27060	0.020937177993161
AT5G61600	AT4G27280	0.0209368886667812
AT5G03680	AT1G55610	0.0209367328267204
AT1G20640	AT4G21320	0.0209363784091825
AT4G36920	AT4G31330	0.0209359285776303
AT5G61590	AT5G54585	0.0209355196514293
AT2G38340	AT2G47950	0.0209348791831063
AT2G22200	AT1G46768	0.0209347616940713
AT4G38340	AT2G46940	0.0209346606490573
AT1G18330	AT3G46230	0.0209342922546884
AT2G31070	AT3G44735	0.0209341326439342
AT3G46130	AT5G37300	0.0209320385912036
AT1G20640	AT2G07722	0.0209315653351494
AT3G10800	AT5G46417	0.0209308616787855
AT4G25470	AT1G11112	0.0209289144085771
AT4G01720	AT1G62370	0.0209287530951047
AT5G64750	AT1G13520	0.0209277335835781
AT5G04410	AT5G03210	0.0209267161443201
AT3G49530	AT1G77400	0.0209266219600602
AT1G22190	AT2G32120	0.0209258036458802
AT5G39860	AT1G17060	0.020925352517871
AT1G13300	AT3G14225	0.0209251267033616
AT2G28550	AT5G09870	0.0209223093507436
AT4G28140	AT3G51240	0.0209215254566622
AT1G76890	AT1G22770	0.0209214934140172
AT3G16870	AT5G25020	0.0209209027540707
AT5G59820	AT5G40400	0.0209207618887266
AT4G16610	AT2G27180	0.0209205736864043
AT5G17300	AT5G49330	0.0209199043233534
AT1G51140	AT5G59570	0.0209191295430559
AT4G16750	AT2G18969	0.0209190064354344
AT5G59570	AT5G48490	0.0209180321792535
AT3G14020	AT1G51805	0.0209174118377526
AT2G24681	AT5G25130	0.0209160800499194
AT5G61600	AT3G25780	0.0209151365310051
AT2G24681	ATMG00640	0.0209118523252438
AT2G45160	AT4G31370	0.0209105681189644
AT5G49330	AT3G04200	0.0209092693346509
AT4G16750	AT1G52430	0.0209082466163665
AT2G02080	AT3G13065	0.0209068233116533
AT5G62020	AT5G55970	0.0209060345260599
AT5G67300	AT4G18501	0.0209059513240886
AT1G78080	AT5G49700	0.0209046257421785
AT1G49560	AT1G72600	0.0209040003783939
AT2G20880	AT1G66020	0.020903771078644
AT4G17500	AT1G62420	0.0209037641167241
AT4G23550	AT4G21920	0.0209009314316747
AT3G48920	AT1G65790	0.0208999019498311
AT1G16490	AT4G33660	0.0208983427609231
AT4G18390	AT5G13190	0.0208966206505451
AT4G11660	AT5G12020	0.0208949940647482
AT2G24680	AT5G67060	0.0208900544626079
AT5G17300	AT2G43340	0.0208894280757763
AT5G61600	AT4G17500	0.0208890937782222
AT3G10500	AT2G40095	0.0208889958227999
AT5G51190	AT5G13080	0.0208888275030613
AT1G79180	AT5G66740	0.0208884450213262
AT1G78080	AT1G75388	0.0208882597895999
AT3G55980	AT4G17500	0.0208875193430155
AT1G22190	ATMG00640	0.0208870711656787
AT5G67300	AT4G15410	0.0208864445693074
AT1G57560	AT4G15765	0.0208864303759607
AT2G26150	AT3G14200	0.0208859907708732
AT2G35640	ATMG00680	0.0208841545323909
AT5G62020	AT1G13080	0.0208839422309953
AT3G23240	AT2G39240	0.0208828395062118
AT2G42300	AT3G16520	0.0208823225860759
AT1G19510	AT3G58120	0.0208819610831431
AT1G76890	AT2G32530	0.0208810880946329
AT4G29190	AT1G47890	0.0208794871932942
AT1G76890	AT1G07280	0.0208756637309302
AT3G10800	AT4G35985	0.0208746418115929
AT1G55580	AT1G75590	0.0208736829734342
AT1G20640	AT5G49560	0.020873571194032
AT1G30650	AT3G07970	0.0208734122946722
AT3G61630	AT5G05282	0.0208686486598856
AT1G56170	AT1G56600	0.0208677595571476
AT4G36240	AT4G37780	0.0208676104680994
AT5G28650	AT1G48720	0.0208652331522784
AT1G66550	AT4G23271	0.0208651317554916
AT5G59820	AT5G12030	0.0208638185890783
AT5G22570	AT3G18830	0.0208618999014943
AT1G33760	AT4G15410	0.0208597147643836
AT2G40340	AT3G48260	0.0208585705045552
AT1G14600	AT1G13420	0.0208566238700672
AT3G11020	ATMG01410	0.0208561217594963
AT5G62020	AT1G66090	0.0208555897272777
AT4G36990	AT5G44005	0.0208550958797329
AT3G15030	AT5G37340	0.0208550587535713
AT5G37260	AT5G52570	0.0208548589112369
AT5G05410	AT3G25013	0.0208546411169027
AT2G38340	AT3G46080	0.0208545903631691
AT5G13080	AT5G54490	0.0208542678655779
AT2G46310	AT1G30650	0.0208538774867047
AT4G25470	ATMG00040	0.0208533390761827
AT5G61590	AT5G07580	0.020852940612945
AT3G47600	AT1G57560	0.0208502285729469
AT5G07700	AT5G57920	0.0208500237152717
AT2G20880	AT5G20790	0.0208495572030034
AT1G71030	AT4G01720	0.0208487708978381
AT4G30080	AT1G73380	0.020848420301648
AT5G16600	AT1G07500	0.0208475808221402
AT3G51910	AT1G59860	0.0208475711385948
AT1G22190	AT4G23493	0.020847163777938
AT2G16720	AT3G56600	0.0208467591770702
AT5G13180	AT5G05282	0.0208456651651146
AT1G56170	AT5G53400	0.0208454010997457
AT1G51140	AT3G07340	0.0208427093352488
AT1G20640	AT3G09640	0.0208424888094746
AT3G50260	AT5G67080	0.0208411301422596
AT5G10280	AT4G05470	0.0208402091095116
AT3G10500	AT3G09590	0.0208393891940192
AT2G42300	AT5G48490	0.0208377761375772
AT5G15480	AT1G19390	0.0208362283951218
AT5G62020	AT5G23480	0.020836056625107
AT5G07580	AT3G54830	0.020835047147181
AT2G35640	AT4G31520	0.0208347983501361
AT2G26150	AT5G64200	0.020832695343321
AT4G28140	AT1G01060	0.0208321176434594
AT5G61590	AT1G10110	0.0208320361757481
AT5G41315	AT5G45570	0.0208320288299444
AT1G22190	AT4G34150	0.0208311696338809
AT5G59820	AT2G26140	0.0208302438903921
AT4G36540	AT1G60060	0.0208302359761806
AT1G54830	AT1G67370	0.0208297188454879
AT1G68320	AT5G64170	0.0208290272365093
AT5G56960	AT2G32790	0.020827504153336
AT1G66140	AT1G13080	0.0208274218047971
AT5G22570	AT3G07970	0.0208273765919533
AT2G45160	AT5G43170	0.0208272594534884
AT1G50640	AT1G04180	0.0208268422526303
AT1G78080	AT1G10960	0.0208246157416898
AT4G22950	AT5G15150	0.0208244473136646
AT4G01550	AT5G57510	0.0208241020247742
AT4G01460	AT4G22950	0.0208235235652672
AT1G51140	AT4G10150	0.0208229999726624
AT2G40750	AT5G14000	0.0208227936531405
AT2G41940	AT5G23750	0.0208226318773341
AT3G16280	AT5G38020	0.020821872191002
AT4G28790	AT3G09960	0.0208218675457992
AT2G38340	AT5G23380	0.0208214067903379
AT2G46270	AT5G19700	0.0208191539096396
AT1G18330	AT3G22840	0.0208173169821523
AT3G58120	AT1G22330	0.0208173034728273
AT5G13080	AT1G48720	0.0208164926504784
AT5G03720	AT5G14020	0.0208162469861126
AT1G03840	AT5G56230	0.0208156590953648
AT3G07340	AT4G09420	0.0208155929618539
AT3G49530	AT1G79120	0.0208155726487943
AT5G43650	AT2G22880	0.0208151913514341
AT5G51190	AT3G26170	0.0208149480890306
AT5G62020	AT5G62430	0.0208137887120727
AT3G14020	AT2G01390	0.0208137884046057
AT4G28140	AT3G23730	0.0208134452554737
AT5G17300	AT5G39865	0.0208126868611483
AT1G03970	AT5G58430	0.0208123999105937
AT3G61630	AT3G27510	0.0208123770410865
AT5G59340	AT5G07580	0.0208096835138567
AT5G03720	AT3G61190	0.0208092360967121
AT4G11660	AT2G45350	0.0208076624212171
AT1G76890	AT4G20820	0.0208075710654559
AT3G61630	AT3G29791	0.0208074918126254
AT1G54830	AT4G19380	0.020806366648727
AT3G62610	AT2G36815	0.0208059419205847
AT3G28910	AT5G25160	0.0208059077304505
AT5G10570	AT3G43250	0.0208046195224756
AT3G10800	AT4G25810	0.0208044334242988
AT4G01680	AT5G25910	0.020803522095878
AT3G51910	AT5G03560	0.0208027232471258
AT4G36990	AT4G01550	0.0208020915563555
AT4G34610	AT1G12260	0.0208017562884891
AT1G27730	AT5G12020	0.0208006551487249
AT5G04340	AT1G59860	0.0208003040285568
AT3G51910	AT5G60610	0.020797489393965
AT2G30424	AT1G53633	0.0207973389337079
AT5G13080	AT2G25090	0.0207972161408912
AT1G68130	AT3G28960	0.0207969346854752
AT1G20640	AT4G10250	0.0207968808661772
AT1G26590	AT5G45570	0.0207954950211197
AT4G34680	AT3G13850	0.020794477479792
AT1G63910	AT4G22780	0.0207923932174209
AT5G03720	AT3G13470	0.0207901726945218
AT4G28140	AT1G72610	0.0207883281953232
AT5G56960	AT3G29300	0.020787733587873
AT2G43500	AT1G62440	0.0207870861587876
AT4G28140	AT5G09870	0.0207870187514609
AT5G07580	AT1G68520	0.0207865935794187
AT2G25000	AT3G20600	0.0207841390365271
AT5G62430	AT5G23380	0.0207838679207586
AT2G34140	AT5G01830	0.0207834450258286
AT2G40340	ATMG00630	0.0207825441444857
AT3G29035	AT3G48790	0.020782193086122
AT1G18330	AT4G02980	0.0207818083358103
AT2G40340	AT2G24681	0.0207796288058271
AT3G15510	AT5G03090	0.0207794132784545
AT4G34680	AT4G01670	0.020778675961773
AT2G28550	AT3G21560	0.0207786737358892
AT5G41315	AT3G05980	0.0207780368653364
AT3G47600	AT2G36970	0.0207764050141724
AT5G48250	AT5G25830	0.0207761743880171
AT2G38340	AT1G04570	0.0207752410414329
AT5G67300	AT1G54050	0.0207750085936798
AT2G25000	AT1G65790	0.0207743766702285
AT4G11660	AT3G27290	0.0207738590115277
AT4G00940	AT2G36220	0.0207734829263776
AT5G07580	AT1G24530	0.0207733065726954
AT2G41940	AT1G66390	0.0207725946590045
