gene	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28
AT5G06790	8.2600062455995	8.18325439421201	8.02798323923861	8.77569922242771	8.81826221845883	9.00752420041437	8.5340038834354	7.66905354246753	8.3566688447944	8.74931392817414	8.6246201605022	8.79491551514187	9.08331255792703	8.84738823941384	8.97129353373537	7.99406975133742	8.08046078877939	8.1597001290692	8.8640517704596	8.85428907913468	8.3120383253735	8.27675705318063
AT5G06990	7.25175016544016	7.25247759650982	7.27778362433763	7.54421681757892	7.78781124350263	7.43894817254015	7.40303602960969	7.13011539278819	7.44615892295948	7.49493342509482	7.38779049272107	7.68286998513782	7.58048307524627	7.49137386470714	7.34069899559218	7.50027916096318	7.20218549352014	7.46223452795071	7.50609620627632	7.57976754673837	7.51768265971166	7.34401725134869
AT5G07110	8.27621001644682	8.03851425441356	8.15840624599493	9.42219881047169	9.31844663873846	9.44567130275633	8.06977517713281	8.32945017651965	8.54082528023191	9.16646621723842	9.17941540407437	9.05654346711839	9.11096451739847	9.20941251932217	9.55254716487469	8.28524369586755	7.86468050049269	8.47520850911954	9.24995039271005	9.28964265534435	8.83801778346094	8.87706020657558
AT5G07260	6.85192214707425	6.85192214707425	6.85192214707425	7.21192672328978	6.85192214707425	6.85192214707425	6.85192214707425	6.85192214707425	6.85192214707425	7.04092914001365	6.85192214707425	7.08532979290766	6.85192214707425	7.03790189681974	7.15761571923353	6.85192214707425	6.85192214707425	6.85192214707425	7.05069987862753	7.04836476523442	7.10546827223353	6.85192214707425
AT5G07390	7.57660060497802	6.98582182999978	7.32235396791464	7.53279374974884	7.52511811737468	7.65550711695298	7.477765546691	7.33229172506548	7.45823699568582	7.51479454770811	7.55782855924453	7.6006438051838	7.69031265359578	7.71205297831152	7.57640100761362	7.02655809763966	7.43889540416368	6.85192214707425	7.54847822332794	7.65220171292284	7.4431599602933	7.46711915159862
AT5G07450	6.85192214707425	6.85192214707425	6.85192214707425	6.85192214707425	7.03020688602432	6.85192214707425	7.1204920766109	7.01270283089682	7.09594585189827	7.22913115893939	7.27646927041643	7.42058699915579	6.85192214707425	6.85192214707425	6.85192214707425	6.85192214707425	6.85192214707425	6.85192214707425	7.47612960093275	7.49852646315495	7.21003207018046	7.22467928465359
AT5G07580	9.12768081748164	9.41462565510221	9.30461038472989	10.5560601286375	10.6585579653046	10.6927637951018	9.67762696815853	9.28706177707806	9.83698631070486	9.86881935774282	9.88630335217189	10.1111827650873	11.7527310036408	10.8214061207475	10.9010136417876	8.87225963259366	8.67302445482961	8.57126949660035	10.7277774725007	10.7082842152013	10.6962223063125	10.6999169824829
AT5G07610	7.81637446374754	7.84356848844003	7.87714784451152	8.31449120451268	8.2609411664691	8.13129155564124	7.53133716808586	7.55529107730019	7.85371545274218	8.41507734392051	8.48828057222399	8.48444732166669	8.18187011164254	8.25541862485517	8.28783321333377	7.9571572311789	7.96209964829825	7.56394966544162	8.20177453860761	8.40837012339513	7.64472441370194	7.4388869948975
AT5G07620	7.36701120866121	7.5287016681893	7.6715876464042	7.92478357968032	8.0469852442882	8.06715000419826	7.2961810003509	7.27599959639174	7.67805703684842	8.08625279039226	8.07859521527474	8.16371840326643	8.03578103108434	7.83501604896962	7.80963081910088	7.34378322784232	7.58873519677633	7.83051014206669	7.99842882961639	8.00088320210737	7.1622526084203	7.61364152096116
AT5G07700	7.57660060497802	7.58964776924466	7.22779771102895	7.7656005731996	7.66818923248662	7.9246539505169	7.36996917566922	7.39423951953076	7.21741600084057	8.14558071864259	7.86587086096649	7.92311892487051	7.72029891995898	8.25011144224818	7.89620654588765	7.47706329313604	7.25604297187307	7.41263302238224	7.90001882496892	7.94625776366259	7.89132138880452	7.61364152096116
AT5G07720	7.71571082891904	7.67713005408298	7.32235396791464	8.11848152603181	8.36256953902105	8.45135668001998	7.61550110211526	7.49989425993007	7.76683620695095	8.19591235454513	8.29179781632833	8.29612526742822	8.01504370451933	8.1200869061903	8.19662068205082	7.64275471415449	7.68820980237398	7.87640189627088	8.26953954553637	8.16143617817661	7.49386382233022	7.51981023037432
AT5G07990	8.75951778500751	9.09039962316991	8.71443576571903	9.57386425543807	9.55112801756002	10.2273393486506	10.0697828728991	8.56877415806611	8.66226536148578	9.03981849561566	8.98878959447977	9.37320116832184	8.5549352568373	10.9423376684324	10.2663099124841	8.69994578407661	8.6553711935089	8.16633660856083	9.77630433032877	9.79340142162421	8.30264397440469	8.54562585503956
AT5G08070	7.74443858887339	7.80064584722423	7.59747733304639	8.04801028207314	8.25121793216279	8.20331272598609	7.73032348947987	7.58975012983119	7.95135924324391	8.21026775813655	7.98188238182397	8.04824336005441	8.27259862024647	8.1018582067386	8.06281214745009	7.79229115402517	7.74423007983454	7.68660197434291	8.14291218851468	8.12196121572918	7.8475376726959	7.71559397436715
AT5G08640	9.68827067456037	9.85895861285115	9.50220371017342	11.8514470848509	12.2120890476786	12.4946016930899	11.4217407746348	10.7204858201713	10.5435288584881	10.3087206777807	10.4835955059842	10.9586507550558	11.9043978913373	11.8848587151669	11.9821961639527	10.0600923015047	10.2488369350347	10.0932134795722	11.7199817451343	11.7137109895764	10.5567982880794	10.5856441930562
