"node_Y","node_X","interaction","MI","pvalue","selected","shared.interaction","shared.name","weight","TF_X","TF_Y","TF"
"AT1G01060","AT4G00050","interacts with",1.0365800493888,6.94234322222709e-05,"false","interacts with","AT4G00050 (interacts with) AT1G01060",0.0253214264558591,"bHLH","MYB_related","bHLH_MYB_related"
"AT1G01060","AT1G51140","interacts with",1.0199963361371,1.29468838561131e-06,"false","interacts with","AT1G51140 (interacts with) AT1G01060",0.0395632915882796,"bHLH","MYB_related","bHLH_MYB_related"
"AT1G01060","AT2G20880","interacts with",0.96082811359445,0.0445760607836551,"false","interacts with","AT2G20880 (interacts with) AT1G01060",0.0190417508954829,"ERF","MYB_related","ERF_MYB_related"
"AT1G01060","AT2G02080","interacts with",1.04908780164538,6.94234322222709e-05,"false","interacts with","AT2G02080 (interacts with) AT1G01060",0.0176774972416343,"C2H2","MYB_related","C2H2_MYB_related"
"AT1G01180","AT2G02080","interacts with",1.11715286577635,1.55515045285881e-10,"false","interacts with","AT2G02080 (interacts with) AT1G01180",0.0213258523326368,"C2H2",NA,"C2H2_NA"
"AT1G01180","AT5G61590","interacts with",1.04793217219551,0,"false","interacts with","AT5G61590 (interacts with) AT1G01180",0.0200021229518062,"ERF",NA,"ERF_NA"
"AT1G01180","AT1G01250","interacts with",1.06486207043519,1.66158947711992e-08,"false","interacts with","AT1G01250 (interacts with) AT1G01180",0.0252850788487809,"ERF",NA,"ERF_NA"
"AT1G01180","AT3G47620","interacts with",1.10719728847394,0,"false","interacts with","AT3G47620 (interacts with) AT1G01180",0.0175460306079573,"TCP",NA,"TCP_NA"
"AT1G01180","AT1G68520","interacts with",1.10762622235067,0,"false","interacts with","AT1G68520 (interacts with) AT1G01180",0.0219119259880019,"CO-like",NA,"CO-like_NA"
"AT1G01180","AT3G58120","interacts with",1.07002669560671,1.55515045285881e-10,"false","interacts with","AT3G58120 (interacts with) AT1G01180",0.0242575000836342,"bZIP",NA,"bZIP_NA"
"AT1G01180","AT3G47600","interacts with",1.10028900329615,1.66158947711992e-08,"false","interacts with","AT3G47600 (interacts with) AT1G01180",0.0252913272829778,"MYB",NA,"MYB_NA"
"AT1G01180","AT2G25900","interacts with",1.03765179979828,1.53060718210973e-07,"false","interacts with","AT2G25900 (interacts with) AT1G01180",0.0203007324217155,"C3H",NA,"C3H_NA"
"AT1G01250","AT3G16280","interacts with",1.02584089079661,1.29468838561131e-06,"false","interacts with","AT3G16280 (interacts with) AT1G01250",0.0200064188163656,"ERF","ERF","ERF_ERF"
"AT1G01250","AT5G10280","interacts with",1.10080831035931,0,"false","interacts with","AT5G10280 (interacts with) AT1G01250",0.0242418235467634,"MYB","ERF","MYB_ERF"
"AT1G01390","AT2G42300","interacts with",1.06961919381775,1.10766951166852e-12,"false","interacts with","AT2G42300 (interacts with) AT1G01390",0.0195040710363695,"bHLH",NA,"bHLH_NA"
"AT1G01390","AT5G07580","interacts with",1.03765179979828,0.0111469598598423,"false","interacts with","AT5G07580 (interacts with) AT1G01390",0.0183308291575848,"ERF",NA,"ERF_NA"
"AT1G01430","AT3G29035","interacts with",1.02089390897019,9.9782766301848e-06,"false","interacts with","AT3G29035 (interacts with) AT1G01430",0.0187730050710321,"NAC",NA,"NAC_NA"
"AT1G01430","AT3G07340","interacts with",1.03765179979828,9.9782766301848e-06,"false","interacts with","AT3G07340 (interacts with) AT1G01430",0.017241688294797,"bHLH",NA,"bHLH_NA"
"AT1G01430","AT2G02080","interacts with",1.08273997112437,0,"false","interacts with","AT2G02080 (interacts with) AT1G01430",0.0190833735418162,"C2H2",NA,"C2H2_NA"
"AT1G01720","AT3G10800","interacts with",1.02879192318908,1.55515045285881e-10,"false","interacts with","AT3G10800 (interacts with) AT1G01720",0.0177801435142166,"bZIP","NAC","bZIP_NAC"
"AT1G01940","AT5G05410","interacts with",1.10504194518952,0,"false","interacts with","AT5G05410 (interacts with) AT1G01940",0.0206614724752779,"ERF",NA,"ERF_NA"
"AT1G01940","AT2G24680","interacts with",1.07672618642225,0,"false","interacts with","AT2G24680 (interacts with) AT1G01940",0.0189841927406554,"B3",NA,"B3_NA"
"AT1G02030","AT3G16280","interacts with",1.03848756047763,0.0445760607836551,"false","interacts with","AT3G16280 (interacts with) AT1G02030",0.0252510106621035,"ERF","C2H2","ERF_C2H2"
"AT1G02090","AT5G05410","interacts with",1.12797959905915,0,"false","interacts with","AT5G05410 (interacts with) AT1G02090",0.0179354394145447,"ERF",NA,"ERF_NA"
"AT1G02090","AT5G04410","interacts with",1.14867855987521,0,"false","interacts with","AT5G04410 (interacts with) AT1G02090",0.0204455601026716,"NAC",NA,"NAC_NA"
"AT1G02090","AT2G24680","interacts with",1.09036132867213,0,"false","interacts with","AT2G24680 (interacts with) AT1G02090",0.0239624181364756,"B3",NA,"B3_NA"
"AT1G02090","AT5G67300","interacts with",1.05403224432105,1.35503830378525e-11,"false","interacts with","AT5G67300 (interacts with) AT1G02090",0.0198299575319199,"MYB",NA,"MYB_NA"
"AT1G02090","AT4G11660","interacts with",1.07435636326599,0,"false","interacts with","AT4G11660 (interacts with) AT1G02090",0.0193628831087335,"HSF",NA,"HSF_NA"
"AT1G02090","AT3G51910","interacts with",1.0901963249329,0,"false","interacts with","AT3G51910 (interacts with) AT1G02090",0.0201103858782459,"HSF",NA,"HSF_NA"
"AT1G02090","AT1G27730","interacts with",1.07594462881379,0,"false","interacts with","AT1G27730 (interacts with) AT1G02090",0.0189832476088476,"C2H2",NA,"C2H2_NA"
"AT1G02090","AT4G01550","interacts with",1.0914721447751,0,"false","interacts with","AT4G01550 (interacts with) AT1G02090",0.0204136719719228,"NAC",NA,"NAC_NA"
"AT1G02090","AT2G26150","interacts with",1.09966263126118,0,"false","interacts with","AT2G26150 (interacts with) AT1G02090",0.0224033835417625,"HSF",NA,"HSF_NA"
"AT1G02090","AT4G00940","interacts with",1.11887995494695,0,"false","interacts with","AT4G00940 (interacts with) AT1G02090",0.0210590987357812,"Dof",NA,"Dof_NA"
"AT1G02405","AT3G58120","interacts with",1.05921070631901,0.0111469598598423,"false","interacts with","AT3G58120 (interacts with) AT1G02405",0.0272658500185669,"bZIP",NA,"bZIP_NA"
"AT1G02460","AT2G35700","interacts with",1.03765179979828,0.0445760607836551,"false","interacts with","AT2G35700 (interacts with) AT1G02460",0.0183596930288202,"ERF",NA,"ERF_NA"
"AT1G02460","AT1G17460","interacts with",1.01353273557351,1.29468838561131e-06,"false","interacts with","AT1G17460 (interacts with) AT1G02460",0.0192545400955274,"MYB_related",NA,"MYB_related_NA"
"AT1G02510","AT4G25470","interacts with",1.03765179979828,0.0111469598598423,"false","interacts with","AT4G25470 (interacts with) AT1G02510",0.0242974137712515,"ERF",NA,"ERF_NA"
"AT1G02510","AT2G26150","interacts with",1.03765179979828,0.0445760607836551,"false","interacts with","AT2G26150 (interacts with) AT1G02510",0.017228232974588,"HSF",NA,"HSF_NA"
"AT1G02510","AT4G28140","interacts with",1.03765179979828,0.0111469598598423,"false","interacts with","AT4G28140 (interacts with) AT1G02510",0.0217487489713514,"ERF",NA,"ERF_NA"
"AT1G02610","AT4G29190","interacts with",1.02406912870915,0.00235714038932522,"false","interacts with","AT4G29190 (interacts with) AT1G02610",0.0296652895475724,"C3H",NA,"C3H_NA"
"AT1G02610","AT2G35640","interacts with",1.12377795460786,0.0111469598598423,"false","interacts with","AT2G35640 (interacts with) AT1G02610",0.0252424852570461,"Trihelix",NA,"Trihelix_NA"
"AT1G02610","AT1G14600","interacts with",1.0181661788988,0.0111469598598423,"false","interacts with","AT1G14600 (interacts with) AT1G02610",0.0272042688274076,"G2-like",NA,"G2-like_NA"
"AT1G02610","AT1G01250","interacts with",1.05954804648873,9.9782766301848e-06,"false","interacts with","AT1G01250 (interacts with) AT1G02610",0.0260698751742548,"ERF",NA,"ERF_NA"
"AT1G02660","AT4G17230","interacts with",1.06549431388063,0,"false","interacts with","AT4G17230 (interacts with) AT1G02660",0.0223576325336939,"GRAS",NA,"GRAS_NA"
"AT1G02660","AT3G51910","interacts with",1.00555391139351,0.0445760607836551,"false","interacts with","AT3G51910 (interacts with) AT1G02660",0.021732903655421,"HSF",NA,"HSF_NA"
"AT1G02820","AT1G51140","interacts with",1.06061877441416,1.10766951166852e-12,"false","interacts with","AT1G51140 (interacts with) AT1G02820",0.0294137855750375,"bHLH",NA,"bHLH_NA"
"AT1G02820","AT2G35700","interacts with",1.07761126917277,1.53060718210973e-07,"false","interacts with","AT2G35700 (interacts with) AT1G02820",0.0191988669712316,"ERF",NA,"ERF_NA"
"AT1G02820","AT3G47600","interacts with",1.03765179979828,0.0445760607836551,"false","interacts with","AT3G47600 (interacts with) AT1G02820",0.0188207415159639,"MYB",NA,"MYB_NA"
"AT1G02820","AT1G01060","interacts with",1.01166775754851,0.0111469598598423,"false","interacts with","AT1G01060 (interacts with) AT1G02820",0.0174465992339791,"MYB_related",NA,"MYB_related_NA"
"AT1G02820","AT3G07340","interacts with",1.01242418287966,0.000431150653107837,"false","interacts with","AT3G07340 (interacts with) AT1G02820",0.0186159659471432,"bHLH",NA,"bHLH_NA"
"AT1G02820","AT4G00050","interacts with",1.09277253887641,0,"false","interacts with","AT4G00050 (interacts with) AT1G02820",0.040284652911747,"bHLH",NA,"bHLH_NA"
"AT1G02820","AT1G76890","interacts with",1.03095780096588,0,"false","interacts with","AT1G76890 (interacts with) AT1G02820",0.0301518929575547,"Trihelix",NA,"Trihelix_NA"
"AT1G02820","AT2G41940","interacts with",1.03765179979828,0.000431150653107837,"false","interacts with","AT2G41940 (interacts with) AT1G02820",0.0169507285292747,"C2H2",NA,"C2H2_NA"
"AT1G02920","AT4G17230","interacts with",1.01407181673202,0.0111469598598423,"false","interacts with","AT4G17230 (interacts with) AT1G02920",0.0210352902023137,"GRAS",NA,"GRAS_NA"
"AT1G02980","AT3G11020","interacts with",1.00573516366285,0.0111469598598423,"false","interacts with","AT3G11020 (interacts with) AT1G02980",0.0212076198777563,"ERF",NA,"ERF_NA"
"AT1G02980","AT3G63350","interacts with",1.01686456599846,0.00235714038932522,"false","interacts with","AT3G63350 (interacts with) AT1G02980",0.0179548639597346,"HSF",NA,"HSF_NA"
"AT1G02980","AT4G36990","interacts with",1.01166775754851,0.0111469598598423,"false","interacts with","AT4G36990 (interacts with) AT1G02980",0.0184798214690475,"HSF",NA,"HSF_NA"
"AT1G02980","AT5G05410","interacts with",1.03765179979828,0.0445760607836551,"false","interacts with","AT5G05410 (interacts with) AT1G02980",0.019459094814587,"ERF",NA,"ERF_NA"
"AT1G02980","AT4G00940","interacts with",1.03470170931225,0.000431150653107837,"false","interacts with","AT4G00940 (interacts with) AT1G02980",0.0203133242556434,"Dof",NA,"Dof_NA"
"AT1G02980","AT1G27730","interacts with",1.03765179979828,0.0111469598598423,"false","interacts with","AT1G27730 (interacts with) AT1G02980",0.017912480681783,"C2H2",NA,"C2H2_NA"
"AT1G02980","AT2G24680","interacts with",1.00456569786388,6.94234322222709e-05,"false","interacts with","AT2G24680 (interacts with) AT1G02980",0.0249437927515707,"B3",NA,"B3_NA"
"AT1G03070","AT1G22190","interacts with",1.06638484709865,0,"false","interacts with","AT1G22190 (interacts with) AT1G03070",0.0229986685132147,"ERF",NA,"ERF_NA"
"AT1G03070","AT1G18330","interacts with",1.03769578566661,1.66727553985169e-09,"false","interacts with","AT1G18330 (interacts with) AT1G03070",0.0209931040347721,"MYB_related",NA,"MYB_related_NA"
"AT1G03070","AT5G05410","interacts with",1.18196604526427,0,"false","interacts with","AT5G05410 (interacts with) AT1G03070",0.0191886040883355,"ERF",NA,"ERF_NA"
"AT1G03070","AT4G11660","interacts with",1.15005193234796,0,"false","interacts with","AT4G11660 (interacts with) AT1G03070",0.0190120705660719,"HSF",NA,"HSF_NA"
"AT1G03070","AT5G59820","interacts with",1.09674457137428,0,"false","interacts with","AT5G59820 (interacts with) AT1G03070",0.0179936818804061,"C2H2",NA,"C2H2_NA"
"AT1G03070","AT1G20640","interacts with",1.12828017915925,0,"false","interacts with","AT1G20640 (interacts with) AT1G03070",0.0177498112083362,"Nin-like",NA,"Nin-like_NA"
"AT1G03070","AT5G04340","interacts with",1.09602825607901,0,"false","interacts with","AT5G04340 (interacts with) AT1G03070",0.0185752700439354,"C2H2",NA,"C2H2_NA"
"AT1G03070","AT5G67300","interacts with",1.10290192582188,0,"false","interacts with","AT5G67300 (interacts with) AT1G03070",0.0207521718827362,"MYB",NA,"MYB_NA"
"AT1G03070","AT4G01550","interacts with",1.14329362433441,0,"false","interacts with","AT4G01550 (interacts with) AT1G03070",0.0203371712405843,"NAC",NA,"NAC_NA"
"AT1G03070","AT1G56170","interacts with",1.07762632174675,0,"false","interacts with","AT1G56170 (interacts with) AT1G03070",0.0202511107024701,"NF-YC",NA,"NF-YC_NA"
"AT1G03070","AT5G62020","interacts with",1.12123577932062,0,"false","interacts with","AT5G62020 (interacts with) AT1G03070",0.0179495925498252,"HSF",NA,"HSF_NA"
"AT1G03070","AT1G27730","interacts with",1.04695522518494,0,"false","interacts with","AT1G27730 (interacts with) AT1G03070",0.0225620648621803,"C2H2",NA,"C2H2_NA"
"AT1G03070","AT4G36990","interacts with",1.1551441008663,0,"false","interacts with","AT4G36990 (interacts with) AT1G03070",0.0257817970611599,"HSF",NA,"HSF_NA"
"AT1G03070","AT5G04410","interacts with",1.15781723634295,0,"false","interacts with","AT5G04410 (interacts with) AT1G03070",0.0263667935486017,"NAC",NA,"NAC_NA"
"AT1G03070","AT2G26150","interacts with",1.11719425876191,0,"false","interacts with","AT2G26150 (interacts with) AT1G03070",0.0198461881441053,"HSF",NA,"HSF_NA"
"AT1G03180","AT3G49530","interacts with",1.02280377565555,6.94234322222709e-05,"false","interacts with","AT3G49530 (interacts with) AT1G03180",0.0176168053292934,"NAC",NA,"NAC_NA"
"AT1G03700","AT5G41570","interacts with",1.03293061712197,0.0111469598598423,"false","interacts with","AT5G41570 (interacts with) AT1G03700",0.0402923834566221,"WRKY",NA,"WRKY_NA"
"AT1G03850","AT1G57560","interacts with",1.0894029381078,1.55515045285881e-10,"false","interacts with","AT1G57560 (interacts with) AT1G03850",0.043244482611575,"MYB",NA,"MYB_NA"
"AT1G03850","AT5G61590","interacts with",1.04882816002302,0.0111469598598423,"false","interacts with","AT5G61590 (interacts with) AT1G03850",0.0185543672086685,"ERF",NA,"ERF_NA"
"AT1G03850","AT3G58120","interacts with",1.00159294166614,0.0111469598598423,"false","interacts with","AT3G58120 (interacts with) AT1G03850",0.0241277929805111,"bZIP",NA,"bZIP_NA"
"AT1G03850","AT4G01720","interacts with",1.03765179979828,0.0445760607836551,"false","interacts with","AT4G01720 (interacts with) AT1G03850",0.0187098309075915,"WRKY",NA,"WRKY_NA"
"AT1G03850","AT3G48920","interacts with",1.08454261985749,0.000431150653107837,"false","interacts with","AT3G48920 (interacts with) AT1G03850",0.0174004720442614,"MYB",NA,"MYB_NA"
"AT1G03850","AT5G07580","interacts with",1.03532703971965,0.0111469598598423,"false","interacts with","AT5G07580 (interacts with) AT1G03850",0.0193443947459628,"ERF",NA,"ERF_NA"
"AT1G03850","AT2G40750","interacts with",1.03932332115698,0.0445760607836551,"false","interacts with","AT2G40750 (interacts with) AT1G03850",0.0347180641915259,"WRKY",NA,"WRKY_NA"
"AT1G03850","AT5G22570","interacts with",0.98149679975157,0.0111469598598423,"false","interacts with","AT5G22570 (interacts with) AT1G03850",0.018102087781648,"WRKY",NA,"WRKY_NA"
"AT1G04010","AT1G50640","interacts with",1.03765179979828,0,"false","interacts with","AT1G50640 (interacts with) AT1G04010",0.019621479245676,"ERF",NA,"ERF_NA"
"AT1G04180","AT2G20880","interacts with",1.01831889085347,6.94234322222709e-05,"false","interacts with","AT2G20880 (interacts with) AT1G04180",0.0227786102199772,"ERF",NA,"ERF_NA"
"AT1G04180","AT1G50640","interacts with",1.0313568895632,0.0445760607836551,"false","interacts with","AT1G50640 (interacts with) AT1G04180",0.0208268422526303,"ERF",NA,"ERF_NA"
"AT1G04180","AT1G17460","interacts with",1.0353592898216,0.00235714038932522,"false","interacts with","AT1G17460 (interacts with) AT1G04180",0.0254909563302757,"MYB_related",NA,"MYB_related_NA"
"AT1G04220","AT1G35560","interacts with",1.0349539811261,6.94234322222709e-05,"false","interacts with","AT1G35560 (interacts with) AT1G04220",0.0168504634001271,"TCP",NA,"TCP_NA"
"AT1G04220","AT1G24625","interacts with",1.12193051972398,1.53060718210973e-07,"false","interacts with","AT1G24625 (interacts with) AT1G04220",0.0198840117217328,"C2H2",NA,"C2H2_NA"
"AT1G04220","AT2G41940","interacts with",1.00505062844349,1.29468838561131e-06,"false","interacts with","AT2G41940 (interacts with) AT1G04220",0.0168882056861276,"C2H2",NA,"C2H2_NA"
"AT1G04570","AT1G33760","interacts with",1.00395123555328,0.00235714038932522,"false","interacts with","AT1G33760 (interacts with) AT1G04570",0.017833901948526,"ERF",NA,"ERF_NA"
"AT1G04570","AT2G38340","interacts with",1.08416892673158,6.94234322222709e-05,"false","interacts with","AT2G38340 (interacts with) AT1G04570",0.0207752410414329,"ERF",NA,"ERF_NA"
"AT1G04570","AT2G26150","interacts with",1.10130650266343,0,"false","interacts with","AT2G26150 (interacts with) AT1G04570",0.020104443152661,"HSF",NA,"HSF_NA"
"AT1G04570","AT3G51910","interacts with",1.03765179979828,6.21724893790088e-15,"false","interacts with","AT3G51910 (interacts with) AT1G04570",0.0176579137621358,"HSF",NA,"HSF_NA"
"AT1G04570","AT4G36990","interacts with",1.10601315991151,0,"false","interacts with","AT4G36990 (interacts with) AT1G04570",0.0216103805336897,"HSF",NA,"HSF_NA"
"AT1G04570","AT1G27730","interacts with",1.06225927260101,1.35503830378525e-11,"false","interacts with","AT1G27730 (interacts with) AT1G04570",0.0187121850805492,"C2H2",NA,"C2H2_NA"
"AT1G04570","AT5G62020","interacts with",1.08889244397785,0,"false","interacts with","AT5G62020 (interacts with) AT1G04570",0.0175496205393519,"HSF",NA,"HSF_NA"
"AT1G04570","AT1G22190","interacts with",1.03529120846012,9.9782766301848e-06,"false","interacts with","AT1G22190 (interacts with) AT1G04570",0.0185573083040109,"ERF",NA,"ERF_NA"
"AT1G04660","AT1G69780","interacts with",1.00421938912103,0.0445760607836551,"false","interacts with","AT1G69780 (interacts with) AT1G04660",0.0180294261539826,"HD-ZIP",NA,"HD-ZIP_NA"
"AT1G05100","AT5G64750","interacts with",1.03765179979828,0.0445760607836551,"false","interacts with","AT5G64750 (interacts with) AT1G05100",0.021359491882581,"ERF",NA,"ERF_NA"
"AT1G05100","AT5G43650","interacts with",1.06010209825751,0.0445760607836551,"false","interacts with","AT5G43650 (interacts with) AT1G05100",0.0218761824122827,"bHLH",NA,"bHLH_NA"
"AT1G05340","AT4G34410","interacts with",1.03765179979828,0.0445760607836551,"false","interacts with","AT4G34410 (interacts with) AT1G05340",0.0213809235007191,"ERF",NA,"ERF_NA"
"AT1G05340","AT4G17230","interacts with",1.03765179979828,0.0111469598598423,"false","interacts with","AT4G17230 (interacts with) AT1G05340",0.0188326130097376,"GRAS",NA,"GRAS_NA"
"AT1G05340","AT2G44840","interacts with",1.01889452316303,0.00235714038932522,"false","interacts with","AT2G44840 (interacts with) AT1G05340",0.0240348529874839,"ERF",NA,"ERF_NA"
"AT1G05340","AT4G17500","interacts with",1.03765179979828,0.00235714038932522,"false","interacts with","AT4G17500 (interacts with) AT1G05340",0.0279401066953284,"ERF",NA,"ERF_NA"
"AT1G05340","AT4G27410","interacts with",0.997153806705903,0.0111469598598423,"false","interacts with","AT4G27410 (interacts with) AT1G05340",0.0235196306117907,"NAC",NA,"NAC_NA"
"AT1G05370","AT5G66770","interacts with",1.05393279422493,0,"false","interacts with","AT5G66770 (interacts with) AT1G05370",0.0252202618093092,"GRAS",NA,"GRAS_NA"
"AT1G05420","AT1G55580","interacts with",1.03765179979828,0.000431150653107837,"false","interacts with","AT1G55580 (interacts with) AT1G05420",0.0247101188849931,"GRAS",NA,"GRAS_NA"
"AT1G05420","AT1G66140","interacts with",1.13058723715932,0.0445760607836551,"false","interacts with","AT1G66140 (interacts with) AT1G05420",0.0170119982262775,"C2H2",NA,"C2H2_NA"
"AT1G05700","AT5G64750","interacts with",1.07599369452676,9.9782766301848e-06,"false","interacts with","AT5G64750 (interacts with) AT1G05700",0.0221448156502078,"ERF",NA,"ERF_NA"
"AT1G06000","AT2G28550","interacts with",1.10560848711068,0,"false","interacts with","AT2G28550 (interacts with) AT1G06000",0.0207130771432703,"AP2",NA,"AP2_NA"
"AT1G06000","AT2G31070","interacts with",1.07906362892146,8.5265128291212e-14,"false","interacts with","AT2G31070 (interacts with) AT1G06000",0.0185096237985604,"TCP",NA,"TCP_NA"
"AT1G06000","AT1G56010","interacts with",1.06269948353159,0,"false","interacts with","AT1G56010 (interacts with) AT1G06000",0.0173304297441438,"NAC",NA,"NAC_NA"
"AT1G06030","AT3G28910","interacts with",1.17545364749361,0.00235714038932522,"false","interacts with","AT3G28910 (interacts with) AT1G06030",0.0217217805403438,"MYB",NA,"MYB_NA"
"AT1G06090","AT5G56860","interacts with",1.03765179979828,0.0445760607836551,"false","interacts with","AT5G56860 (interacts with) AT1G06090",0.0189661197934675,"GATA",NA,"GATA_NA"
"AT1G06090","AT4G16610","interacts with",1.02826632734753,6.94234322222709e-05,"false","interacts with","AT4G16610 (interacts with) AT1G06090",0.023460342067983,"C2H2",NA,"C2H2_NA"
"AT1G06340","AT4G34610","interacts with",1.03765179979828,0.0111469598598423,"false","interacts with","AT4G34610 (interacts with) AT1G06340",0.0368227601517385,"TALE",NA,"TALE_NA"
"AT1G06540","AT2G28550","interacts with",1.00555391139351,0.0445760607836551,"false","interacts with","AT2G28550 (interacts with) AT1G06540",0.0181609788875202,"AP2",NA,"AP2_NA"
"AT1G06540","AT4G36920","interacts with",1.07383178741307,1.29468838561131e-06,"false","interacts with","AT4G36920 (interacts with) AT1G06540",0.0202631286025591,"AP2",NA,"AP2_NA"
"AT1G06540","AT4G00050","interacts with",1.03765179979828,0.0445760607836551,"false","interacts with","AT4G00050 (interacts with) AT1G06540",0.0181260343090883,"bHLH",NA,"bHLH_NA"
"AT1G06540","AT2G31070","interacts with",1.01491696822366,9.9782766301848e-06,"false","interacts with","AT2G31070 (interacts with) AT1G06540",0.019498280057443,"TCP",NA,"TCP_NA"
"AT1G06540","AT3G54990","interacts with",1.02089390897019,9.9782766301848e-06,"false","interacts with","AT3G54990 (interacts with) AT1G06540",0.0215065377324108,"AP2",NA,"AP2_NA"
"AT1G07090","AT1G22640","interacts with",1.08686674540375,6.94234322222709e-05,"false","interacts with","AT1G22640 (interacts with) AT1G07090",0.0384029450369264,"MYB",NA,"MYB_NA"
"AT1G07090","AT2G25000","interacts with",1.03765179979828,0.0445760607836551,"false","interacts with","AT2G25000 (interacts with) AT1G07090",0.0258877241294386,"WRKY",NA,"WRKY_NA"
"AT1G07090","AT1G18710","interacts with",1.03198820097435,6.94234322222709e-05,"false","interacts with","AT1G18710 (interacts with) AT1G07090",0.0223425069512392,"MYB",NA,"MYB_NA"
"AT1G07090","AT4G29190","interacts with",1.03765179979828,1.29468838561131e-06,"false","interacts with","AT4G29190 (interacts with) AT1G07090",0.029781721173112,"C3H",NA,"C3H_NA"
"AT1G07090","AT5G05090","interacts with",1.04474033362483,1.35503830378525e-11,"false","interacts with","AT5G05090 (interacts with) AT1G07090",0.0400020597563408,"G2-like",NA,"G2-like_NA"
"AT1G07090","AT4G38340","interacts with",1.03765179979828,0.000431150653107837,"false","interacts with","AT4G38340 (interacts with) AT1G07090",0.0171063915950757,"Nin-like",NA,"Nin-like_NA"
"AT1G07135","AT3G55980","interacts with",1.10179113727902,0,"false","interacts with","AT3G55980 (interacts with) AT1G07135",0.0224776785096167,"C3H",NA,"C3H_NA"
"AT1G07135","AT1G33760","interacts with",1.02825368448045,1.29468838561131e-06,"false","interacts with","AT1G33760 (interacts with) AT1G07135",0.0217642288115954,"ERF",NA,"ERF_NA"
"AT1G07135","AT1G22190","interacts with",1.08333523182239,0,"false","interacts with","AT1G22190 (interacts with) AT1G07135",0.0202749936824798,"ERF",NA,"ERF_NA"
"AT1G07135","AT3G46080","interacts with",1.01839306675542,0.00235714038932522,"false","interacts with","AT3G46080 (interacts with) AT1G07135",0.0180505128254323,"C2H2",NA,"C2H2_NA"
"AT1G07135","AT1G78600","interacts with",1.015802105894,6.94234322222709e-05,"false","interacts with","AT1G78600 (interacts with) AT1G07135",0.018286951114243,"DBB",NA,"DBB_NA"
"AT1G07135","AT1G27730","interacts with",1.03806968013795,0.000431150653107837,"false","interacts with","AT1G27730 (interacts with) AT1G07135",0.024024015979181,"C2H2",NA,"C2H2_NA"
"AT1G07135","AT3G46090","interacts with",1.07260733623426,1.35503830378525e-11,"false","interacts with","AT3G46090 (interacts with) AT1G07135",0.0232876242724039,"C2H2",NA,"C2H2_NA"
"AT1G07135","AT1G22985","interacts with",1.07506604017248,1.55515045285881e-10,"false","interacts with","AT1G22985 (interacts with) AT1G07135",0.0204278900273789,"ERF",NA,"ERF_NA"
"AT1G07135","AT3G49530","interacts with",1.0707152450592,1.53060718210973e-07,"false","interacts with","AT3G49530 (interacts with) AT1G07135",0.0192975795285547,"NAC",NA,"NAC_NA"
"AT1G07135","AT5G04340","interacts with",1.05558284622611,1.10766951166852e-12,"false","interacts with","AT5G04340 (interacts with) AT1G07135",0.0204640563905067,"C2H2",NA,"C2H2_NA"
"AT1G07135","AT2G38470","interacts with",1.04872766783057,0,"false","interacts with","AT2G38470 (interacts with) AT1G07135",0.0240132196958274,"WRKY",NA,"WRKY_NA"
"AT1G07135","AT5G05410","interacts with",1.08744925511651,1.66158947711992e-08,"false","interacts with","AT5G05410 (interacts with) AT1G07135",0.0170745345626985,"ERF",NA,"ERF_NA"
"AT1G07135","AT2G38340","interacts with",1.02397250716122,0.000431150653107837,"false","interacts with","AT2G38340 (interacts with) AT1G07135",0.0275453529736338,"ERF",NA,"ERF_NA"
"AT1G07280","AT4G17810","interacts with",1.05723355189701,0,"false","interacts with","AT4G17810 (interacts with) AT1G07280",0.0197304209969742,"C2H2",NA,"C2H2_NA"
"AT1G07280","AT5G61590","interacts with",1.05893484670836,4.44089209850063e-16,"false","interacts with","AT5G61590 (interacts with) AT1G07280",0.0205918361396091,"ERF",NA,"ERF_NA"
"AT1G07280","AT3G47600","interacts with",1.06478679050937,0,"false","interacts with","AT3G47600 (interacts with) AT1G07280",0.0169998000842682,"MYB",NA,"MYB_NA"
"AT1G07280","AT2G35700","interacts with",1.01673559805729,0.00235714038932522,"false","interacts with","AT2G35700 (interacts with) AT1G07280",0.0209903084824135,"ERF",NA,"ERF_NA"
"AT1G07280","AT1G14600","interacts with",1.05574179360567,4.44089209850063e-16,"false","interacts with","AT1G14600 (interacts with) AT1G07280",0.016903368969523,"G2-like",NA,"G2-like_NA"
"AT1G07280","AT2G42300","interacts with",1.05987790426526,0,"false","interacts with","AT2G42300 (interacts with) AT1G07280",0.0189219965007161,"bHLH",NA,"bHLH_NA"
"AT1G07280","AT1G76890","interacts with",1.03662820925658,8.5265128291212e-14,"false","interacts with","AT1G76890 (interacts with) AT1G07280",0.0208756637309302,"Trihelix",NA,"Trihelix_NA"
"AT1G07280","AT5G07580","interacts with",1.03765179979828,4.44089209850063e-16,"false","interacts with","AT5G07580 (interacts with) AT1G07280",0.0244136119375816,"ERF",NA,"ERF_NA"
"AT1G07280","AT4G05170","interacts with",1.04257893157992,0,"false","interacts with","AT4G05170 (interacts with) AT1G07280",0.025345911498077,"bHLH",NA,"bHLH_NA"
"AT1G07280","AT3G58120","interacts with",1.03966744673672,0,"false","interacts with","AT3G58120 (interacts with) AT1G07280",0.0188375661714043,"bZIP",NA,"bZIP_NA"
