RF_1	RF_2	RF_3	RF_4	RF_5	RF_6	RF_7	RF_8	RF_9	RF_10
0.006069595516896101	0.0075254447205927374	0.004682514583980339	0.0	0.005541666830671674	0.0052834711195531075	0.0005942884467732272	0.004078882790542155	0.0037432618491019844	0.005331244221566968
0.0006069595516896101	0.0007525444720592738	0.00046825145839803393	0.0	0.0005541666830671673	0.0005283471119553108	5.942884467732272e-05	0.0004078882790542155	0.00037432618491019845	0.0005331244221566968
FNR	FNR	FNR	FNR	FNR	FNR	FNR	FNR	FNR	FNR
0.041692573402417964	0.030924006908462864	0.03966321243523316	0.0	0.0576511226252159	0.04761658031088082	0.00772020725388601	0.03917098445595855	0.054594127806563024	0.07892055267702937
0.0026897574735817243	0.004565755429294317	0.0022494148970321243	0.0	0.0037584514294116277	0.0025588721709566315	0.0014440794484755902	0.0018542177915582482	0.0025575895574072053	0.0035160593595696355
0.00026897574735817244	0.00045657554292943164	0.00022494148970321243	0.0	0.0003758451429411628	0.00025588721709566317	0.000144407944847559	0.00018542177915582483	0.00025575895574072053	0.0003516059359569636
TP	TP	TP	TP	TP	TP	TP	TP	TP	TP
1109.72	1122.19	1112.07	1158.0	1091.24	1102.86	1149.06	1112.64	1094.78	1066.61
3.114739154407637	5.287144787122818	2.6048224507631996	0.0	4.352286755258666	2.963173973967779	1.6722440013347335	2.147184202624451	2.9616887074775433	4.071596738381638
0.3114739154407637	0.5287144787122818	0.26048224507631995	0.0	0.4352286755258666	0.2963173973967779	0.16722440013347334	0.21471842026244511	0.29616887074775433	0.4071596738381638
TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
134.17	86.59	116.09	0.0	154.17	134.63	30.08	126.5	131.52	206.37
7.028591608565688	8.714464986446387	5.422351888249231	0.0	6.417250189917797	6.118259556442502	0.6881860213634101	4.723346271447817	4.334697221260097	6.173580808574551
0.7028591608565689	0.8714464986446387	0.5422351888249232	0.0	0.6417250189917797	0.6118259556442502	0.06881860213634101	0.47233462714478175	0.43346972212600965	0.617358080857455
FP	FP	FP	FP	FP	FP	FP	FP	FP	FP
1023.83	1071.41	1041.91	1158.0	1003.83	1023.37	1127.92	1031.5	1026.48	951.63
7.028591608565687	8.714464986446387	5.422351888249231	0.0	6.417250189917796	6.118259556442502	0.68818602136341	4.723346271447817	4.334697221260097	6.173580808574551
0.7028591608565687	0.8714464986446387	0.5422351888249232	0.0	0.6417250189917796	0.6118259556442502	0.068818602136341	0.47233462714478175	0.43346972212600965	0.617358080857455
FN	FN	FN	FN	FN	FN	FN	FN	FN	FN
48.28	35.81	45.93	0.0	66.76	55.14	8.94	45.36	63.22	91.39
3.114739154407637	5.28714478712282	2.604822450763199	0.0	4.352286755258666	2.9631739739677787	1.6722440013347335	2.1471842026244508	2.9616887074775433	4.071596738381639
0.3114739154407637	0.5287144787122819	0.2604822450763199	0.0	0.4352286755258666	0.29631739739677787	0.16722440013347334	0.2147184202624451	0.29616887074775433	0.40715967383816387
